"sp_limit","atmospheric","lighting","road_surface","road_condition","severity"
60,"Clear","Darkness/Not lighted","Unsealed","Dry","Medical treatment"
70,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Wet","Medical treatment"
80,"Raining","Daylight","Sealed","Wet","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
50,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Raining","Dawn/Dusk","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Medical treatment"
50,"Clear","Daylight","Sealed","Wet","Medical treatment"
80,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Fog","Daylight","Sealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
50,"Clear","Daylight","Sealed","Dry","Medical treatment"
80,"Clear","Dawn/Dusk","Sealed","Wet","Medical treatment"
110,"Clear","Daylight","Unsealed","Dry","Medical treatment"
60,"Raining","Daylight","Sealed","Wet","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
110,"Raining","Daylight","Sealed","Wet","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Medical treatment"
70,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Darkness/Lighted","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
60,"Clear","Daylight","Sealed","Dry","Medical treatment"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Unsealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
60,"Smoke/Dust","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
70,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Wet","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Wet","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Fog","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Unsealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Unsealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Smoke/Dust","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Not lighted","Sealed","Wet","Minor injury"
70,"Raining","Daylight","Sealed","Wet","Minor injury"
70,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Smoke/Dust","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Unsealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Wet","Minor injury"
70,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Fog","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Unsealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Not lighted","Unsealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Raining","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Fog","Dawn/Dusk","Sealed","Wet","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Wet","Minor injury"
70,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Unsealed","Dry","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
70,"Clear","Daylight","Unsealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Wet","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
80,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
110,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
110,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Unsealed","Dry","Minor injury"
50,"Raining","Daylight","Unsealed","Wet","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Unsealed","Dry","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Wet","Minor injury"
110,"Clear","Daylight","Unsealed","Dry","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Fog","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
70,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
80,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Dawn/Dusk","Sealed","Dry","Minor injury"
60,"Raining","Dawn/Dusk","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
110,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Unsealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Daylight","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Raining","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
70,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Darkness/Not lighted","Unsealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Wet","Minor injury"
60,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Daylight","Sealed","Dry","Minor injury"
60,"Clear","Darkness/Not lighted","Sealed","Dry","Minor injury"
50,"Clear","Darkness/Lighted","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
110,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Clear","Daylight","Sealed","Dry","Minor injury"
50,"Raining","Daylight","Sealed","Wet","Minor injury"
80,"Clear","Daylight","Sealed","Dry","Minor injury"
